id,name,lat,lng,vicinity,kecamatan,kabupaten,rating,user_ratings_total,price,jenis_sepakbola,jenis_badminton,jenis_tenis,jenis_voli,jenis_futsal,jenis_basket,fasilitas_wifi,fasilitas_parkir_motor,fasilitas_parkir_mobil,fasilitas_wc,fasilitas_kantin,fasilitas_mushola
C563,Gedung Lapangan Bulutangkis,-7.9131597,110.5563279,"3HP4+PGQ, Gading II, Gading, Kabupaten Gunung Kidul",Gading,Gunung Kidul,4,1,74000,0,1,0,0,0,0,0,1,0,1,1,0
C988,Gor Cut Tria Piyungan,-7.8273797,110.4773764,"Mungur Rt 03, Mungur, Srimartani, Kabupaten Bantul",Srimartani,Bantul,4.4,27,73000,0,1,0,0,0,0,1,1,1,1,0,1
C374,Gedung Serba Guna Gsg,-7.8246335,110.4785113,"5FGH+58J, Mungur RT.01, Mungur, Srimartani, Bantul Regency",Srimartani,Bantul,5,1,52000,0,1,0,0,0,0,0,0,0,0,1,1
C691,Lapangan Badminton Azis,-7.8741491,110.5310899,"4GGJ+8CW, Kerjan, Beji, Kabupaten Gunung Kidul",Beji,Gunung Kidul,5,1,46000,0,1,0,0,0,0,1,1,1,0,0,1
C660,Pb Pandawa Tengklik,-7.8701621,110.6537423,"4MH3+VM3, Kepuh Sari, Katongan, Kabupaten Gunung Kidul",Katongan,Gunung Kidul,5,4,63000,0,1,0,0,0,0,0,1,0,1,1,1
C417,Gor Bulutangkis Bm,-7.8524794,110.688726,"4MXQ+2F5, Bendo, Beji, Kabupaten Gunung Kidul",Beji,Gunung Kidul,4.5,50,72000,0,1,0,0,0,0,0,1,1,1,1,0
C409,Gedung Bulutangkis,-7.8644367,110.6921495,"4MPR+6V9, Sambirejo, Watusigar, Kabupaten Gunung Kidul",Watusigar,Gunung Kidul,5,3,39000,0,1,0,0,0,0,0,1,1,0,0,1
C948,Gor Badminton Joglo Bendung,-7.8618816,110.7231298,"4PQF+772, Bendung, Kabupaten Gunung Kidul",Bendung,Gunung Kidul,5,2,35000,0,1,0,0,0,0,0,1,1,1,0,0
C715,Gedung Bulutangkis Klepu,-7.8583929,110.7693854,"4QR9+JQR, Klepu, Rejosari, Kabupaten Gunung Kidul",Rejosari,Gunung Kidul,4.7,11,67000,0,1,0,0,0,0,0,1,0,0,0,1
C458,Lapangan Bulutangkis Mbah Mur,-7.8942439,110.7518931,"4Q42+9QJ, sedono, Tepus, Pundung Sari, Kabupaten Gunung Kidul",Pundung Sari,Gunung Kidul,5,1,69000,0,1,0,0,0,0,0,1,1,0,0,0
S467,Lapangan Tegalombo,-7.9340111,110.2499552,"368X+9XW, Greso, Trimurti, Kabupaten Bantul",Trimurti,Bantul,4.5,37,71000,1,0,0,0,0,0,0,0,0,0,0,1
S411,Lapangan Sepak Bola Kranggan,-7.9481448,110.2232337,"Jl. Daendels Pantai Sel. No.111, Dukuh Kilung, Kranggan, Kabupaten Kulon Progo",Kranggan,Kulon Progo,4.4,42,80000,1,0,0,0,0,0,1,0,0,0,1,1
S710,Lapangan Poncosari,-7.960125,110.2372754,"26QP+WWR, Singgelo, Singgoto, Poncosari, Kabupaten Bantul",Poncosari,Bantul,4.3,171,68000,1,0,0,0,0,0,1,0,1,1,1,0
S880,Klampok Field,-7.937201,110.2346284,"367M+4V6, Klampok, Brosot, Kabupaten Kulon Progo",Brosot,Kulon Progo,4.2,108,63000,1,0,0,0,0,0,0,1,1,1,1,1
S765,Lapangan Kedungbule,-7.9415646,110.2450401,"Kedungbule, Trimurti, Bantul Regency",Trimurti,Bantul,4.5,142,75000,1,0,0,0,0,0,0,0,1,0,1,0
S270,Lapangan Bendo,-7.9281857,110.2516946,"Jl. Kp. Bendo Mangiran, Bendo, Trimurti, Kabupaten Bantul",Trimurti,Bantul,4.3,104,63000,1,0,0,0,0,0,1,1,1,0,1,1
S165,Lapangan Sorobayan,-7.9688677,110.2554648,"27J4+F54, Sorobayan, Gadingsari, Kabupaten Bantul",Gadingsari,Bantul,4.3,436,68000,1,0,0,0,0,0,1,0,1,1,0,0
V484,Lapangan Bola Volly Patram Jaya,-7.9579325,110.2567251,"Blantikan,dsn 3, Ketalo, Gadingsari, Kabupaten Bantul",Gadingsari,Bantul,4.9,11,84000,0,0,0,1,0,0,0,0,1,1,0,1
V559,Lapangan Bola Voly Mondosio,-7.9653884,110.2476844,"26MX+R3M, gunturgeni di dekat, Gn. Sari, Poncosari, Kabupaten Bantul",Poncosari,Bantul,3.9,10,50000,0,0,0,1,0,0,0,1,0,0,1,0
S664,Lapangan Cubung,-7.9284088,110.2306752,"36CJ+J7M, Botokan, Jatirejo, Kabupaten Kulon Progo",Jatirejo,Kulon Progo,4.3,70,63000,1,0,0,0,0,0,0,0,1,1,1,1
S948,Lapangan Kadikoro,-7.9608984,110.2520329,"27Q2+JRV, Jl. Renegage, Padomiyo, Poncosari, Kabupaten Bantul",Poncosari,Bantul,4.9,7,82000,1,0,0,0,0,0,1,0,1,1,1,1
V71,Lapangan Volly Kleyodan,-7.9724132,110.2571405,"27H4+2VJ, Jl. Kleyodan, Sorobayan, Gadingsari, Kabupaten Bantul",Gadingsari,Bantul,5,2,84000,0,0,0,1,0,0,1,1,0,0,1,1
V144,Lapangan Volli Demakan,-7.9734583,110.2522969,"Demakan, Gadingsari, Bantul Regency",Gadingsari,Bantul,4.6,7,71000,0,0,0,1,0,0,1,1,1,1,0,1
V286,Lapangan Bola Voli Singgelo,-7.9596705,110.2401065,"Singgelo, RT 03, Singgoto, Poncosari, Bantul Regency",Poncosari,Bantul,4,2,55000,0,0,0,1,0,0,0,0,0,0,0,1
S335,Stadion Klampok,-7.9372846,110.2349218,"367M+3XM, Klampok, Brosot, Kabupaten Kulon Progo",Brosot,Kulon Progo,3.5,4,55000,1,0,0,0,0,0,0,0,0,1,0,0
V256,Lapangan Voli Ortegas,-7.9370681,110.2588209,"Tegal Layang 9, Rt 04, Tegal Layang Kulon, Caturharjo, Kabupaten Bantul",Caturharjo,Bantul,4.5,2,80000,0,0,0,1,0,0,0,0,0,1,0,1
V622,Lapangan Voli Bbc Bibis,-7.9710021,110.229786,"26HH+HWV, Bubis, Poncosari, Kabupaten Bantul",Poncosari,Bantul,5,1,84000,0,0,0,1,0,0,0,1,1,0,0,0
V897,Lapangan Voli,-7.9663781,110.2491925,"26MX+CMW, Gn. Sari, Poncosari, Kabupaten Bantul",Poncosari,Bantul,5,1,84000,0,0,0,1,0,0,0,1,1,0,0,1
S934,Lapangan Srigading,-7.9757704,110.2828562,"Jl. Samas No.km 22, Tinggen, Srigading, Kabupaten Bantul",Srigading,Bantul,4.2,206,63000,1,0,0,0,0,0,0,0,1,0,0,1
S311,Lapangan Piring,-7.9693919,110.2732577,"27JF+68R, Piring I, Murtigading, Kabupaten Bantul",Murtigading,Bantul,3.5,2,55000,1,0,0,0,0,0,1,0,0,0,0,1
V452,Lapangan Bola Voly Tegalsari,-7.9966853,110.2780654,"273H+86G, Sorekam, Srigading, Kabupaten Bantul",Srigading,Bantul,4.9,8,84000,0,0,0,1,0,0,0,1,1,0,1,1
S693,Lapangan Desa Murtigading,-7.9659072,110.2657092,"27M8+J7P, Kurahan II, Murtigading, Kabupaten Bantul",Murtigading,Bantul,4.7,32,84000,1,0,0,0,0,0,1,0,1,1,1,1
S458,Lapangan Gadingharjo,-7.9800918,110.2637072,"2797+XF8, Daleman, Gadingharjo, Kabupaten Bantul",Gadingharjo,Bantul,4.2,54,57000,1,0,0,0,0,0,1,0,0,0,1,0
V299,Lapangan Volly Tokolan,-7.9784555,110.2913873,"Jl. Tokolan No.1, Tokolan, Tirtomulyo, Kabupaten Bantul",Tirtomulyo,Bantul,4.7,3,84000,0,0,0,1,0,0,0,0,1,1,1,1
S569,Gelora Pervoda,-7.9774631,110.2619403,"27F6+2Q8, Daleman, Gadingharjo, Kabupaten Bantul",Gadingharjo,Bantul,4,1,42000,1,0,0,0,0,0,1,1,0,1,1,1
V614,Lapangan Bola Volly Dusun Demangan,-7.9855682,110.2581591,"2775+Q7F, Demangan, Gadingsari, Kabupaten Bantul",Gadingsari,Bantul,5,6,82000,0,0,0,1,0,0,0,1,0,1,0,0
V984,Lapangan Bola Volly Ceme,-7.9673088,110.283972,"27MM+3HH, Ceme, Srigading, Kabupaten Bantul",Srigading,Bantul,5,1,84000,0,0,0,1,0,0,1,1,1,0,0,1
V101,Lapangan Bola Voli Patihan,-7.9938038,110.2519465,"2742+FQG, Patihan, Gadingsari, Kabupaten Bantul",Gadingsari,Bantul,5,1,82000,0,0,0,1,0,0,1,1,1,0,1,0
S142,Lapang Andalas Kalimundu,-7.9782643,110.2677238,"27C9+M3X, Kalimundu, Gadingharjo, Kabupaten Bantul",Gadingharjo,Bantul,4.9,8,84000,1,0,0,0,0,0,1,0,1,0,1,0
V528,Lapangan Volly Baros,-7.9977424,110.2847421,"Baros, Tirtohargo, Bantul Regency",Tirtohargo,Bantul,5,5,82000,0,0,0,1,0,0,0,0,0,0,1,1
S981,Gor Mayungan,-7.9718072,110.2736636,"27HF+7FF, Unnamed Road, Piring II, Murtigading, Kabupaten Bantul",Murtigading,Bantul,4,6,55000,1,0,0,0,0,0,1,1,0,0,1,0
S562,Lapangan Mojo,-7.9781411,110.3129288,"Jl. Parangtritis No.KM 22, Tegalsari, Donotirto, Kabupaten Bantul",Donotirto,Bantul,4.4,346,80000,1,0,0,0,0,0,0,1,1,1,0,0
S746,Lapangan Sepakbola Kretek,-7.9949101,110.3127845,"2847+24M, Kretek, Parangtritis, Bantul Regency",Parangtritis,Bantul,3.7,15,50000,1,0,0,0,0,0,1,0,0,1,1,0
V46,Volleyball Field,-7.9698193,110.3126089,"28J7+32H, Jl. Glodogan, Kuwon, Sidomulyo, Kabupaten Bantul",Sidomulyo,Bantul,4.3,3,68000,0,0,0,1,0,0,0,0,0,1,1,1
S46,Lapangan Tanjung Tapuran,-7.9878214,110.2951461,"276W+V3C, Tapuran,Tegal Tapen, Tegal Paten, Tirtosari, Kabupaten Bantul",Tirtosari,Bantul,4,3,42000,1,0,0,0,0,0,0,0,1,0,1,0
S636,Lapangan Tirtomulyo,-7.9697612,110.2991365,"27JX+3MR, genting, Tirtomulyo, Kecamatan Kretek, Karangweru, Tirtomulyo, Kabupaten Bantul",Tirtomulyo,Bantul,4.5,6,80000,1,0,0,0,0,0,1,0,0,0,0,1
S783,Parangkusumo Tiken Field,-8.0197037,110.3260025,"X8JG+4C6, Pantai, Parangtritis, Bantul Regency",Parangtritis,Bantul,4.1,18,63000,1,0,0,0,0,0,1,1,0,1,1,1
V941,Lapangan Bola Voli Metuk,-7.9732164,110.3123997,"28G6+PX6, Methuk, Donotirto, Bantul Regency",Donotirto,Bantul,4.4,139,75000,0,0,0,1,0,0,1,1,1,1,0,1
V382,Lapangan Voli Mersan,-7.9838879,110.3195978,"2889+CRX, Mersan, Donotirto, Bantul Regency",Donotirto,Bantul,5,1,84000,0,0,0,1,0,0,0,0,0,0,0,0
V692,Lapangan Voli Dusun Greges,-7.9748778,110.3102348,"28G6+23X, Methuk, Donotirto, Bantul Regency",Donotirto,Bantul,5,3,82000,0,0,0,1,0,0,0,1,1,1,0,0
S655,Football Field Panjangrejo,-7.9592279,110.3311966,"28RJ+8F4, Nglembu, Panjangrejo, Kabupaten Bantul",Panjangrejo,Bantul,4.2,91,68000,1,0,0,0,0,0,1,0,0,0,0,1
S567,Lapangan Srihardono,-7.9563354,110.3518859,"29V2+FQ6, Tulung, Srihardono, Kabupaten Bantul",Srihardono,Bantul,4.6,15,71000,1,0,0,0,0,0,1,0,0,1,1,1
V794,Lapangan Voli Ngentak,-7.9816753,110.3355213,"289P+86C, Ngentak, Seloharjo, Kabupaten Bantul",Seloharjo,Bantul,4.5,4,80000,0,0,0,1,0,0,1,1,0,1,0,1
S256,Lapangan Sepakbola Blali N,-7.9864876,110.3323724,"287J+CW5, Blali, Seloharjo, Kabupaten Bantul",Seloharjo,Bantul,4.3,33,68000,1,0,0,0,0,0,1,1,1,0,0,0
S801,Lapangan Sepakbola Pentung N,-7.9658667,110.3521433,"29M2+MV2, Pentung, Seloharjo, Kabupaten Bantul",Seloharjo,Bantul,5,1,82000,1,0,0,0,0,0,0,0,1,0,1,1
V431,Field Volleyball Gulon,-7.9544633,110.3553446,"Gulon, Srihardono, Bantul Regency",Srihardono,Bantul,4.2,81,68000,0,0,0,1,0,0,0,0,0,0,0,0
S29,Lapangan Srihardono Pundong,-7.9565316,110.3523298,"Tulung, Srihardono, Bantul Regency",Srihardono,Bantul,4.4,50,75000,1,0,0,0,0,0,1,1,0,1,0,1
V474,Lapangan Bola Voli Klisat Srihardono Pundong,-7.9592976,110.3503858,"29R2+75J, Klisat, Srihardono, Kabupaten Bantul",Srihardono,Bantul,4.6,53,71000,0,0,0,1,0,0,1,1,0,0,1,1
V61,Lapangan Volly Dermojurang Seloharjo Pundong Bantul,-7.9703588,110.3589041,"Lapangan Volly, Dermojurang RT 02, Dermojuri, Seloharjo, Bantul Regency",Seloharjo,Bantul,4.4,45,75000,0,0,0,1,0,0,1,1,1,0,0,0
V347,Lapangan Volley Pentung,-7.967676,110.3500556,"29J2+W2F, pentung, Kalinampu, Seloharjo, Kabupaten Bantul",Seloharjo,Bantul,4.4,22,80000,0,0,0,1,0,0,1,0,0,0,0,1
S878,Lapangan Sidomulyo,-7.9571111,110.3041171,"28V3+5J5, Plebengan, Sidomulyo, Bantul Regency",Sidomulyo,Bantul,4.4,94,71000,1,0,0,0,0,0,0,0,0,1,1,1
S515,Lapangan Caturharjo,-7.9398792,110.2696367,"3769+2VR, Glagahan,, Koro Wejang, Caturharjo, Kabupaten Bantul",Caturharjo,Bantul,4.6,125,71000,1,0,0,0,0,0,0,0,0,0,0,1
B18,Lapangan Bola Basket Sidomulyo,-7.9577343,110.3040356,"28R3+WJ3, Plebengan, Sidomulyo, Bantul Regency",Sidomulyo,Bantul,5,1,82000,0,0,0,0,0,1,0,0,0,0,0,0
V843,Lapangan Voli Cobra Tegalsempu,-7.9453803,110.26701,"Jl. sanden Kec pandak desa tegalsempu rt 3 bantul Keluarahan, Caturharjo",Jl. sanden Kec pandak desa tegalsempu rt 3 bantul Keluarahan,Caturharjo,4.2,65,68000,0,0,0,1,0,0,0,1,1,0,1,0
V656,Lapangan Voli Tradabaya Ngambah,-7.9491956,110.2724812,"372C+8X6, Jl. Ngambah, Gumulan, Caturharjo, Kabupaten Bantul",Caturharjo,Bantul,5,2,82000,0,0,0,1,0,0,1,1,1,1,0,0
V470,Lapangan Voli Selo Fortuna,-7.9609187,110.2935878,"Lapangan voli, Selo, Sidomulyo, Bantul Regency",Sidomulyo,Bantul,5,1,84000,0,0,0,1,0,0,1,0,0,0,0,1
V555,Lapangan Volly Babatan,-7.954031,110.3063554,"28W4+9GQ, Jl. Babatan, Plemantung, Sidomulyo, Kabupaten Bantul",Sidomulyo,Bantul,5,1,82000,0,0,0,1,0,0,1,0,0,1,0,1
V407,Lapangan Bola Voly Mondholiko Trisigan Ii,-7.9591524,110.2703115,"27RC+84F, Trisigan II, Murtigading, Kabupaten Bantul",Murtigading,Bantul,4.3,29,63000,0,0,0,1,0,0,1,0,1,1,0,1
S447,Lapangan Sepakbola Guyengan,-7.9087451,110.3205077,"38RC+G62, Guyengan, Palbapang, Bantul, Bantul, Klodran, Palbapang, Kabupaten Bantul",Palbapang,Bantul,3.9,92,42000,1,0,0,0,0,0,1,0,1,1,1,0
S220,Lapangan Gesikan Wijirejo Pandak Bantul,-7.9006211,110.2979698,"37XX+Q55, Gesikan I, Wijirejo, Bantul Regency",Wijirejo,Bantul,4.3,1610,57000,1,0,0,0,0,0,0,0,1,0,1,0
S110,Lapangan Dwi Sapta Ringinharjo,-7.8853788,110.3177698,"4879+R4R, Deresan, Ringinharjo, Bantul Regency",Ringinharjo,Bantul,4.3,403,63000,1,0,0,0,0,0,0,1,1,1,0,0
S496,Lapangan Kamijoro,-7.8871711,110.273787,"477F+4GM, Kamijoro, Sendangsari, Bantul Regency",Sendangsari,Bantul,4.2,217,57000,1,0,0,0,0,0,1,1,1,0,1,0
S514,Lapangan Iroyudan,-7.878446,110.312525,"48C7+J2C, Jl. Jagad, Jagad, Iroyudan, Pajangan, Iroyudan, Guwosari, Kabupaten Bantul",Guwosari,Bantul,4.3,4,63000,1,0,0,0,0,0,1,1,1,1,1,1
S210,Lapangan Triharjo,-7.9186803,110.2841866,"37JM+GMF, Juwono, Triharjo, Bantul Regency",Triharjo,Bantul,3.9,25,42000,1,0,0,0,0,0,0,0,1,1,1,1
S643,Lapangan Jodog,-7.9062647,110.3134364,"38V7+F9V, Jl. Srandakan, Karangasem, Gilangharjo, Kabupaten Bantul",Gilangharjo,Bantul,4.3,600,68000,1,0,0,0,0,0,0,0,1,0,1,0
S229,Lapangan Himmata Bgs,-7.8725241,110.3024621,"48G2+XXW, Bungsing, Guwosari, Bantul Regency",Guwosari,Bantul,4.3,28,63000,1,0,0,0,0,0,1,0,0,1,1,0
V45,Volleyball Siyangan,-7.9139555,110.2791316,"37PH+CM6, Siyangan, Bantul, Bantul Regency",Bantul,Bantul,4.2,52,57000,0,0,0,1,0,0,0,0,1,1,1,1
V368,Lapangan Bola Voli Bajang Glondong,-7.9092585,110.3056385,"38R4+77R, Daleman, Gilangharjo, Bantul Regency",Gilangharjo,Bantul,4.9,11,82000,0,0,0,1,0,0,0,0,0,1,1,1
S150,Lapangan Putra Panembahan,-7.8945049,110.2944319,"Pedak RT 001, Wijirejo, Kabupaten Bantul",Wijirejo,Bantul,4.7,6,82000,1,0,0,0,0,0,1,1,1,1,0,0
V196,Benyo Volleyball Court,-7.8987531,110.2927438,"Benyo, Sendangsari, Bantul Regency",Sendangsari,Bantul,4.2,49,63000,0,0,0,1,0,0,1,0,0,1,1,1
V912,Lapangan Bola Voli Palapa,-7.9113898,110.296982,"37QW+MVJ, Gedongsari, Wijirejo, Bantul Regency",Wijirejo,Bantul,5,1,85000,0,0,0,1,0,0,1,1,0,1,1,1
V967,Lapangan Voli Sikebon,-7.9026008,110.2963931,"37WW+XHC, Kauman, Bantul, Bantul Regency",Bantul,Bantul,4.3,3,68000,0,0,0,1,0,0,1,1,1,0,1,0
V959,Lapangan Bola Voli Klebakan,-7.8986599,110.310903,"4826+G9J, Kadisoro, Gilangharjo, Bantul Regency",Gilangharjo,Bantul,4.8,6,82000,0,0,0,1,0,0,0,1,0,0,1,0
V620,Lapangan Voli Juwono,-7.9193697,110.2776343,"37JH+732, Juwono, Triharjo, Bantul Regency",Triharjo,Bantul,4.3,51,63000,0,0,0,1,0,0,1,0,0,1,1,1
B715,Lapangan Basket Smkn  Pandak,-7.9218351,110.2946577,"Smkn 1 Pandak, Kadekrowo, Gilangharjo, Kabupaten Bantul",Gilangharjo,Bantul,3.8,4,55000,0,0,0,0,0,1,1,1,1,0,1,0
V955,Lapangan Voli Kunden,-7.8906758,110.2794142,"Kunden, Sendangsari, Bantul Regency",Sendangsari,Bantul,4.9,19,82000,0,0,0,1,0,0,1,0,0,1,1,0
V90,Lapangan Bola Volly Palagan,-7.9131615,110.2915643,"37PR+PJP, Gedongsari, Wijirejo, Bantul Regency",Wijirejo,Bantul,4.6,31,80000,0,0,0,1,0,0,0,1,1,0,1,0
S701,Trirenggo Field,-7.8985837,110.3403004,"Lapangan, Area Sawah, Trirenggo, Kabupaten Bantul",Trirenggo,Bantul,4.6,889,80000,1,0,0,0,0,0,1,1,0,1,0,1
S10,Lapangan Sepakbola Cepit,-7.8636704,110.338615,"48PQ+GCQ, Cepit, Pendowoharjo, Kabupaten Bantul",Pendowoharjo,Bantul,4.3,112,57000,1,0,0,0,0,0,1,1,0,1,1,1
S516,Lapangan Pasutan,-7.8865508,110.3384118,"Pasutan, Trirenggo, Bantul Regency",Trirenggo,Bantul,4.3,225,68000,1,0,0,0,0,0,0,0,1,0,1,0
S229,Lapangan Goa Selarong,-7.8640527,110.3170748,"48P8+PGM, Kembang Putihan, Guwosari, Bantul Regency",Guwosari,Bantul,4.3,3,57000,1,0,0,0,0,0,0,0,1,0,0,1
S149,Gelora Gempolan Kulon,-7.8842034,110.3432323,"488V+879, Area Sawah, Bantul, Bantul Regency",Bantul,Bantul,3.8,13,42000,1,0,0,0,0,0,0,1,0,1,1,1
S152,Lapangan Rotokenongo Asri,-7.8495536,110.3253689,"582G+54H, Jipangan, Bangunjiwo, Kabupaten Bantul",Bangunjiwo,Bantul,4.6,11,80000,1,0,0,0,0,0,0,0,1,1,0,0
S361,Lapangan Nogosari Rt,-7.8980803,110.3417193,"482R+VP2, Jl. Wijaya Kusuma, Nogosari, Trirenggo, Kabupaten Bantul",Trirenggo,Bantul,4,1,42000,1,0,0,0,0,0,1,0,0,1,1,1
S326,Dwi Windu Stadium,-7.880494,110.3313718,"Jl. Jend. Sudirman No.1, Babadan, Bantul, Kabupaten Bantul",Bantul,Bantul,4.2,976,63000,1,0,0,0,0,0,0,1,1,1,1,1
V64,Lapangan Voli Kalinongko,-7.8528029,110.306065,"48W4+VCG, Kalinongko, Bangunjiwo, Bantul Regency",Bangunjiwo,Bantul,4.7,9,85000,0,0,0,1,0,0,1,1,0,1,0,0
S685,Lapangan Bibis,-7.8496569,110.315032,"5828+42M, Jl. Gua Selarong, Bibis, Bangunjiwo, Kabupaten Bantul",Bangunjiwo,Bantul,4.2,152,57000,1,0,0,0,0,0,1,0,1,0,1,0
V386,Lapangan Voli Santan,-7.8944554,110.3048775,"4844+722, Santan, Guwosari, Bantul Regency",Guwosari,Bantul,5,1,84000,0,0,0,1,0,0,1,1,0,1,0,0
S923,Lapangan Voli Monggang,-7.857188,110.342816,"Monggang, Pendowoharjo, Bantul Regency",Pendowoharjo,Bantul,4.7,3,82000,0,0,0,1,0,0,1,1,0,0,0,0
V845,Lapangan Bola Voli Karanggayam,-7.8984602,110.3307883,"482J+J87, Serayu, Karanggayam, Bantul Regency",Karanggayam,Bantul,4.8,8,84000,0,0,0,1,0,0,1,0,1,0,1,0
S169,Lapangan Sepak Bola Kebon Agung,-7.9271665,110.3739058,"39FF+4HJ, Jl. Imogiri - Siluk, Mandingan, Kb. Agung, Kabupaten Bantul",Kb. Agung,Bantul,4.3,251,68000,1,0,0,0,0,0,1,0,0,1,0,1
S29,Trimulyo Field,-7.890357,110.3860451,"495P+VC3, Jl. Imogiri Tim., Kembang Songo, Trimulyo, Kabupaten Bantul",Trimulyo,Bantul,4.5,87,71000,1,0,0,0,0,0,0,0,0,0,1,0
S547,Sumberagung Football Field,-7.9071834,110.3637851,"39V7+4GC, Ngentak, Bantul, Bantul Regency",Bantul,Bantul,5,1,84000,1,0,0,0,0,0,1,1,0,0,1,0
S630,Kenyaen Football Field,-7.9269929,110.3897798,"39FQ+6W2, Kradenan, Girirejo, Kabupaten Bantul",Girirejo,Bantul,4.1,27,63000,1,0,0,0,0,0,1,1,1,1,0,0
S892,Lapangan Sumberagung,-7.9076559,110.3633967,"39R7+W9J, Ngentak, Bantul, Bantul Regency",Bantul,Bantul,4.5,293,80000,1,0,0,0,0,0,1,1,1,1,0,0
S966,Lapangan Keyongan Kidul Sabdodadi,-7.8930244,110.3583634,"4945+Q8X, Dukuh, Sabdodadi, Bantul Regency",Sabdodadi,Bantul,4.7,51,82000,1,0,0,0,0,0,0,1,1,1,0,0
S622,Football Field,-7.9258894,110.360494,"39F6+J5X, Gaten, Bantul, Bantul Regency",Bantul,Bantul,4.4,39,75000,1,0,0,0,0,0,1,0,0,1,1,0
S247,Lapangan Kebon Jati Kiringan,-7.9388022,110.3569465,"3964+FQG, Kiringan, Canden, Kabupaten Bantul",Canden,Bantul,4.3,9,57000,1,0,0,0,0,0,1,1,0,0,1,1
S929,Lapangan Banteng Mati,-7.9367357,110.3843406,"397M+8P4, Karang Rejeki, Karangtengah, Kabupaten Bantul",Karangtengah,Bantul,4.6,11,75000,1,0,0,0,0,0,1,0,1,0,1,1
S256,Lapangan GeEs,-7.9148787,110.3500483,"Gelangan RT 15, Kabupaten Bantul",Gelangan RT 15,Bantul,5,5,82000,1,0,0,0,0,0,0,1,1,0,1,1
V765,Ngibikan Volleyball Field,-7.9353284,110.359682,"Ngibikan No.rt 03, Nggibikan, Canden, Kabupaten Bantul",Canden,Bantul,4.5,15,71000,0,0,0,1,0,0,0,0,1,0,1,1
V213,Lapangan Voli Nglenthong,-7.917919,110.3925926,"Karang Kulon RT01, Manggung, Wukirsari, Kabupaten Bantul",Wukirsari,Bantul,5,1,82000,0,0,0,1,0,0,0,0,1,1,0,1
V269,Lapangan Voli Opak Jr Ktst,-7.8946899,110.3877182,"Sindet RT. 04, Karang Semut, Trimulyo, Kabupaten Bantul",Trimulyo,Bantul,4.8,5,85000,0,0,0,1,0,0,1,0,0,1,0,1
V652,Lapangan Volly Bakulan Wetan,-7.9071084,110.3483352,"Bakulan Wetan RT 07, Bakulan Kulon, Patalan, Kabupaten Bantul",Patalan,Bantul,4.8,6,84000,0,0,0,1,0,0,1,0,0,0,1,1
V40,Lapangan Bola Voli Dusun Karangtengah,-7.9381002,110.3808408,"Karang Tengah, Karangtengah, Kabupaten Bantul",Karangtengah,Bantul,5,1,82000,0,0,0,1,0,0,0,1,1,1,1,0
V666,Lapangan Bola Voli Pervoge,-7.899224,110.3679409,"4929+858, Pangkah, Sumberagung, Bantul Regency",Sumberagung,Bantul,5,3,85000,0,0,0,1,0,0,0,1,0,0,0,1
V54,Lapangan Voli Sma Negeri  Jetis,-7.8897071,110.3753659,"496G+449, Kertan, Sumberagung, Bantul Regency",Sumberagung,Bantul,5,1,84000,0,0,0,1,0,0,0,1,1,0,0,0
V753,Lap Bola Voli Sindet,-7.8947029,110.3879394,"494Q+458, Karang Semut, Trimulyo, Kabupaten Bantul",Trimulyo,Bantul,4,1,42000,0,0,0,1,0,0,1,0,0,0,1,0
V758,Lapangan Volley Gelangan,-7.9160031,110.3493515,"38MX+HPX, Gelangan, Patalan, Bantul Regency",Patalan,Bantul,4,1,42000,0,0,0,1,0,0,1,0,0,0,0,1
S292,Lapangan Sepak Bola Desa Sriharjo,-7.943114,110.3727353,"Mojohuro, Sriharjo, Kabupaten Bantul",Sriharjo,Bantul,4.2,100,68000,1,0,0,0,0,0,0,0,1,1,1,1
S258,Lapangan Selopamioro,-7.9518995,110.3907058,"29XR+67W, Selopamioro, Imogiri, Lanteng 2, Selopamioro, Kabupaten Bantul",Selopamioro,Bantul,4,144,42000,1,0,0,0,0,0,0,1,0,1,1,0
S796,Lapangan Mangunan,-7.9314457,110.4194594,"3C99+CQG, Cempluk, Mangunan, Kabupaten Bantul",Mangunan,Bantul,4.2,12,68000,1,0,0,0,0,0,0,0,0,0,0,1
V220,Lapangan Voli Trukan,-7.9521482,110.3761857,"29XG+4FV, Trukan, Sriharjo, Kabupaten Bantul",Sriharjo,Bantul,5,1,82000,0,0,0,1,0,0,1,1,1,1,0,0
S798,Lapangan Girli Blawong,-7.8818883,110.3925498,"499V+62V, Blawong I, Trimulyo, Kabupaten Bantul",Trimulyo,Bantul,4.7,6,85000,1,0,0,0,0,0,0,0,0,0,1,0
S789,Lapangan Banjarharjo,-7.9094873,110.4412286,"Banjarharjo II, Muntuk, Bantul Regency",Muntuk,Bantul,4,10,55000,1,0,0,0,0,0,1,1,0,1,0,0
S825,Lapangan Jatimulyo,-7.9050131,110.4861619,"3FVP+XFV, Badean, Jatimulyo, Kabupaten Bantul",Jatimulyo,Bantul,4.2,10,68000,1,0,0,0,0,0,0,0,1,0,0,0
S543,Lapangan Cemoro Tunggal,-7.9400989,110.4676691,"3F59+X37, Jl. Koripan 1, Koripan I, Dlingo, Kabupaten Bantul",Dlingo,Bantul,5,4,85000,1,0,0,0,0,0,1,0,0,1,0,1
