id,name,lat,lng,vicinity,kecamatan,kabupaten,rating,user_ratings_total,price,jenis_sepakbola,jenis_badminton,jenis_tenis,jenis_voli,jenis_futsal,jenis_basket,fasilitas_wifi,fasilitas_parkir_motor,fasilitas_parkir_mobil,fasilitas_wc,fasilitas_kantin,fasilitas_mushola
S594,Lapangan Wonolelo,-7.8868423,110.4328356,"4C7M+748, Purworejo, Wonolelo, Kabupaten Bantul",Wonolelo,Bantul,3.6,22,50000,1,0,0,0,0,0,0,1,1,1,0,1
S832,Lapangan Dlingo,-7.9401178,110.4676926,"Jl. Pokoh No.2, Koripan II, Dlingo, Kabupaten Bantul",Dlingo,Bantul,4.2,38,57000,1,0,0,0,0,0,1,1,1,0,0,0
V231,Lapangan Bola Volly  Serda,-7.929416,110.4501861,"3FC2+63M, Jl. Raya Seropan 2, Seropan II, Muntuk, Kabupaten Bantul",Muntuk,Bantul,4.6,10,80000,0,0,0,1,0,0,0,1,1,1,0,1
V865,Lapangan Bola Voli,-7.887437,110.454957,"4F73+2XG, Terong I, Terong, Kabupaten Bantul",Terong,Bantul,4.5,8,75000,0,0,0,1,0,0,1,1,0,1,0,0
S81,Lapangan Voli Baratayuda,-7.9222918,110.4995804,"3FHX+2WJ, Gembuk, Getas, Kabupaten Gunung Kidul",Getas,Gunung Kidul,4.7,7,84000,1,0,0,0,0,0,0,1,0,1,1,1
S294,Muntuk Football Field,-7.895831,110.4505271,"RT 03, Muntuk, Kabupaten Bantul",Muntuk,Bantul,4.4,130,75000,1,0,0,0,0,0,0,0,1,0,1,1
S534,Lapangan Sailendra,-7.9275149,110.470818,"3FFC+2FC, Jalan Playen, Ngunut, Temuwuh, Kabupaten Bantul",Temuwuh,Bantul,5,3,85000,1,0,0,0,0,0,1,0,0,0,1,1
V888,Lapangan Bola Volly Serga,-7.9368583,110.4451614,"3C7W+733, Seropan I, Muntuk, Kabupaten Bantul",Muntuk,Bantul,4,24,50000,0,0,0,1,0,0,0,1,0,1,1,1
S672,Lapangan Bojong,-7.8952256,110.429109,"4C3H+WJ5, Bojong, Wonolelo, Kabupaten Bantul",Wonolelo,Bantul,4,4,50000,1,0,0,0,0,0,0,1,0,1,0,1
V636,Lapangan Bola Voli Tugu Purba,-7.916309,110.4844654,"3FMM+FQG, Kedung Dayak, Jatimulyo, Kabupaten Bantul",Jatimulyo,Bantul,4,1,42000,0,0,0,1,0,0,0,1,1,1,0,1
V607,Lapangan Bola Voli Gatama Tanjung,-7.9232444,110.5060592,"3GG4+PC, Gembuk, Getas, Kabupaten Gunung Kidul",Getas,Gunung Kidul,1,1,55000,0,0,0,1,0,0,1,0,0,0,0,1
S142,Lapangan Wirokerten,-7.8470171,110.4022367,"5C32+8R6, Jl. Monumen Perjuangan No.10, Kepuh Kulon, Wirokerten, Kabupaten Bantul",Wirokerten,Bantul,4.3,280,57000,1,0,0,0,0,0,1,0,0,0,1,0
S645,Lapangan Tamanan,-7.8457613,110.383434,"Jl. Pasopati No.1, Kauman, Tamanan, Kabupaten Bantul",Tamanan,Bantul,4.5,602,71000,1,0,0,0,0,0,1,0,0,0,0,1
S900,Lapangan Jambidan,-7.8516702,110.4101756,"Bintaran, Jambidan, Bantul Regency",Jambidan,Bantul,4.4,903,71000,1,0,0,0,0,0,0,1,0,1,0,0
S876,Lapangan Sepak Bola Sd Kepuhan,-7.8708565,110.3710238,"49HC+MC2, Sudimoro, Timbulharjo, Bantul Regency",Timbulharjo,Bantul,3.8,13,55000,1,0,0,0,0,0,1,0,1,0,0,0
S640,Lapangan Sultan Agung Pleret,-7.8669544,110.4053926,"4CM4+656, Keputren, Pleret, Kabupaten Bantul",Pleret,Bantul,4.2,136,68000,1,0,0,0,0,0,0,0,1,1,1,1
S621,Wonokromo Soccer Field,-7.8690843,110.3924308,"49JR+9X7, Ketongo, Wonokromo, Kabupaten Bantul",Wonokromo,Bantul,4.4,334,71000,1,0,0,0,0,0,1,1,0,1,1,0
S107,Lapangan Sepakbola Pssb Bawuran,-7.874447,110.4142935,"Jl. Pleret - Pathuk No.RT.4, Tegalrejo, Bawuran, Kabupaten Bantul",Bawuran,Bantul,4.3,224,57000,1,0,0,0,0,0,0,1,0,1,1,0
S401,Lapangan Kanggotan,-7.8687372,110.4002374,"4CJ2+G35, Kerto, Pleret, Kabupaten Bantul",Pleret,Bantul,4.4,314,71000,1,0,0,0,0,0,0,0,1,1,0,0
S927,Lapangan Sepakbola Segoroyoso,-7.8801068,110.4131167,"4C97+X65, Segoroyoso I, Segoroyoso, Kabupaten Bantul",Segoroyoso,Bantul,4.4,114,71000,1,0,0,0,0,0,1,0,0,0,1,1
V950,Lapangan Volly Karangwuni,-7.8783606,110.3941964,"49CV+MM4, Blawong I, Trimulyo, Kabupaten Bantul",Trimulyo,Bantul,3,3,55000,0,0,0,1,0,0,1,0,1,0,0,1
V890,Lapangan Bola Voli Glondong,-7.8676745,110.3786701,"49JH+V9G, Ngentak, Timbulharjo, Kabupaten Bantul",Timbulharjo,Bantul,5,2,85000,0,0,0,1,0,0,0,1,0,1,1,0
S723,Lapangan Tamiya Tobratan,-7.860488,110.400051,"4CQ2+R23, Wirokerten, Bantul Regency",Wirokerten,Bantul,4,1,42000,1,0,0,0,0,0,1,1,0,0,1,1
S853,Lapangan Sepak Bola Petir,-7.8283901,110.4962078,"Unnamed Rd, Piyungan, Kab. Bantul, Daerah Istimewa Yogyakarta 55792, Jatigrit, Srimartani, Kabupaten Bantul",Srimartani,Bantul,4.2,309,57000,1,0,0,0,0,0,1,0,0,1,1,0
S563,Lapangan Sepak Bola Piyungan,-7.8368444,110.4753368,"5F7G+748, Sandeyan, Srimulyo, Kabupaten Bantul",Srimulyo,Bantul,4.5,92,75000,1,0,0,0,0,0,0,0,0,1,0,0
S875,Lapangan Bleber Lor,-7.8151626,110.4931219,"5FMV+W6Q, Berjo, Sumberharjo, Kabupaten Sleman",Sumberharjo,Sleman,4.7,15,84000,1,0,0,0,0,0,1,1,1,1,0,0
V377,Lapangan Bola Volly Sanansari,-7.8244797,110.5011729,"5GG2+6F3, Jl. Sanasari Barat, Jatigrit, Srimartani, Kabupaten Bantul",Srimartani,Bantul,4.5,2,75000,0,0,0,1,0,0,0,0,1,0,1,0
S784,Lapangan Tegalyoso,-7.8279545,110.4510648,"Wonosari St No.11, Babadan, Sitimulyo, Bantul Regency",Sitimulyo,Bantul,4,63,50000,1,0,0,0,0,0,0,0,0,1,1,1
S402,Lapangan Duwetgentong,-7.8433403,110.474264,"5F4F+MP6, Duwen Bintang, Srimulyo, Kabupaten Bantul",Srimulyo,Bantul,5,1,84000,1,0,0,0,0,0,0,0,1,1,1,0
V683,Lapangan Bola Voli Karongan,-7.815752,110.4704697,"Karongan, RT.05/RW.012, Rejosari, Jogotirto, Kabupaten Sleman",Jogotirto,Sleman,4.8,22,85000,0,0,0,1,0,0,0,1,0,1,0,1
S243,Lapangan Smk Muhammadiyah Piyungan,-7.8233437,110.4862255,"5FGP+MF9, Jatigrit, Srimartani, Kabupaten Bantul",Srimartani,Bantul,5,1,82000,1,0,0,0,0,0,0,0,0,0,1,0
V567,Lapangan Volly Gavoka,-7.8422914,110.4714306,"5F5C+3HM, Jl. Duwet Gentong, Ngijo, Srimulyo, Kabupaten Bantul",Srimulyo,Bantul,5,1,84000,0,0,0,1,0,0,0,0,1,1,0,0
S395,Lapangan Voly Rukun Bintaran Kulon,-7.8332973,110.4518354,"5F82+MPP, Jl. Dusun Bintaran Kulon, RT.06, Bantaran Kulon, Srimulyo, Kabupaten Bantul",Srimulyo,Bantul,5,3,85000,0,0,0,1,0,0,1,1,0,1,0,0
V911,Lapangan Voli Intra Kabregan,-7.8364278,110.4662864,"5F78+CGF, Kabrengan, Srimulyo, Kabupaten Bantul",Srimulyo,Bantul,4.7,3,85000,0,0,0,1,0,0,1,1,1,0,1,0
V45,Lapangan Voli Dusun Cikal,-7.8409605,110.4501057,"5C5X+GXR, Cikal, Srimulyo, Kabupaten Bantul",Srimulyo,Bantul,5,1,82000,0,0,0,1,0,0,1,1,1,1,1,1
V442,Lapangan Voli Klenggotan,-7.8241804,110.4534564,"5FG3+89G, Klenggotan, Menguten, Srimulyo, Kabupaten Bantul",Srimulyo,Bantul,5,1,85000,0,0,0,1,0,0,1,1,0,0,1,1
V115,Bleber Kidul Volleyball Stadium,-7.8184949,110.4922046,"5FJR+JV4, Jl. Melikan, Melikan, Sumberharjo, Kabupaten Sleman",Sumberharjo,Sleman,4.8,5,82000,0,0,0,1,0,0,1,0,1,0,0,1
V4,Lapangan Volly Gasvo,-7.824212,110.4533451,"5FG3+889, Menguten, Srimulyo, Kabupaten Bantul",Srimulyo,Bantul,5,2,84000,0,0,0,1,0,0,0,1,0,1,1,1
S915,Lapangan Sepakbola Potorono,-7.8343373,110.4228604,"Jl. Kemasan No.2, Conorowangsan, Potorono, Kabupaten Bantul",Potorono,Bantul,4.3,527,68000,1,0,0,0,0,0,1,0,1,0,1,0
S522,Lapangan Jomblangan,-7.8075982,110.4117119,"5CR6+XM8, Jl. Jomblangan, Jomblangan, Banguntapan, Kabupaten Bantul",Banguntapan,Bantul,4.3,436,57000,1,0,0,0,0,0,1,0,1,1,0,1
S884,Lapangan Wonocatur,-7.7997351,110.4126838,"6C27+433, Gg. Merpati 1, Wonocatur, Banguntapan, Kabupaten Bantul",Banguntapan,Bantul,5,5,85000,1,0,0,0,0,0,1,0,0,1,0,0
S781,Lapangan Wiyoro,-7.8231325,110.4152059,"Jl. Wiyoro Kidul No.1 Bumen Kulon, Wiyoro, Baturetno, Kabupaten Bantul",Baturetno,Bantul,4.4,745,80000,1,0,0,0,0,0,0,1,1,1,0,0
S287,Lapangan Sepak Bola Sitimulyo,-7.8341728,110.4348794,"5C8M+8XJ, Madugondo, Sitimulyo, Kabupaten Bantul",Sitimulyo,Bantul,4.7,38,84000,1,0,0,0,0,0,1,1,0,1,0,0
S542,Lapangan Sepak Bola Institut Teknologi Dirgantara Adisutjipto,-7.7979968,110.4182548,"6C29+R82, Jl. Amarta, Karang Janbe, Baturetno, Kabupaten Bantul",Baturetno,Bantul,4.5,21,75000,1,0,0,0,0,0,0,0,1,1,1,1
S849,Lapangan Pajangan,-7.8241396,110.436361,"Jl. Pajangan, Dawukan, Sendangtirto, Kabupaten Sleman",Sendangtirto,Sleman,4.8,6,85000,1,0,0,0,0,0,0,1,1,0,1,1
S949,Lapangan Pelem Lor,-7.8007592,110.4207714,"5CXC+M8R, Pelem, Baturetno, Bantul Regency",Baturetno,Bantul,4.4,15,71000,1,0,0,0,0,0,1,0,1,1,1,1
S338,Lapangan Rw  Gambiran,-7.819978,110.3911323,"59JR+2F2, Jl. Gambir Sari, Pandeyan, Kota Yogyakarta",Pandeyan,Yogyakarta,5,3,82000,1,0,0,0,0,0,1,1,1,1,1,0
S400,Lapangan Sepakbola Ndb Maguwoharjo,-7.7839828,110.4344587,"6C8M+CQ4, Karangploso, Maguwoharjo, Kabupaten Sleman",Maguwoharjo,Sleman,4.4,30,71000,1,0,0,0,0,0,0,0,0,0,1,1
S475,Lapangan Bumen Wetan,-7.8243937,110.4204532,"Jl. Gilang Raya Tim. No.110, Bumiwetan, Baturetno, Kabupaten Bantul",Baturetno,Bantul,4.5,12,71000,1,0,0,0,0,0,0,1,0,0,1,0
S371,Kebon Kopi Field,-7.8289229,110.392416,"59CR+CXM, Giwangan, Yogyakarta City",Giwangan,Yogyakarta,4.5,2,71000,1,0,0,0,0,0,1,1,1,1,0,1
S861,Lapangan Agro,-7.7966346,110.418806,"Komplek TNI AU BLOK S 1 Lanud Adisutipto, Karang Janbe, Banguntapan, Kabupaten Bantul",Banguntapan,Bantul,5,1,84000,1,0,0,0,0,0,0,0,0,1,0,0
S453,Lapangan Kweni Panggungharjo,-7.8373442,110.3528845,"Jl. Bantul, Kweni, Panggungharjo, Kabupaten Bantul",Panggungharjo,Bantul,4.5,69,75000,1,0,0,0,0,0,0,0,1,0,0,1
S79,Lapangan Sepakbola Prancak,-7.8492909,110.358295,"5925+78M, RT. Prancak Glondong, Glondong, Panggungharjo, Kabupaten Bantul",Panggungharjo,Bantul,4.3,57,57000,1,0,0,0,0,0,1,1,1,0,0,1
S71,Lapangan Kali Winongo Sindurejan,-7.8105844,110.3515683,"59Q2+QJ8, Patangpuluhan, Yogyakarta City",Patangpuluhan,Yogyakarta,2,1,50000,1,0,0,0,0,0,0,1,1,0,1,0
S218,Krapyak Field,-7.8309111,110.3630539,"5997+J6M Lap. Krapyak Yogyakarta, Krapyak Wetan, Panggungharjo, Kabupaten Bantul",Panggungharjo,Bantul,4.1,47,68000,1,0,0,0,0,0,0,1,0,1,0,0
S716,Lapangan Tegal Asri,-7.8327984,110.3756204,"598G+V6Q, Gg. Gadung, Sokowaten, Tamanan, Kabupaten Bantul",Tamanan,Bantul,4,1,50000,1,0,0,0,0,0,0,1,0,1,1,0
S723,Lapangan Sepak Bola Ist Akprind,-7.8571272,110.3526469,"49V3+43R, Ngireng-ireng, Panggungharjo, Bantul Regency",Panggungharjo,Bantul,4.3,4,68000,1,0,0,0,0,0,1,0,0,1,1,1
S800,Lapangan Juru Purbo Geneng,-7.8539638,110.3518059,"49W2+CP7, Geneng, Panggungharjo, Bantul Regency",Panggungharjo,Bantul,4,7,42000,1,0,0,0,0,0,0,1,1,1,0,1
S359,Semail Soccer Field,-7.8545466,110.371474,"49WC+5HQ, Semail, Bangunharjo, Bantul Regency",Bangunharjo,Bantul,4.4,562,80000,1,0,0,0,0,0,0,0,0,0,0,1
S198,Lapangan Kaliputih,-7.8498396,110.3463421,"582W+3G7, Kaliputih, Pendowoharjo, Bantul Regency",Pendowoharjo,Bantul,4.5,82,75000,1,0,0,0,0,0,0,0,0,1,0,1
S516,Uad Football Field,-7.8329459,110.3845692,"598M+RRG, Kragilan, Tamanan, Bantul Regency",Tamanan,Bantul,4.2,5,57000,1,0,0,0,0,0,0,1,1,1,1,0
S860,Lapangan Panbol PanahanBola,-7.8568728,110.3523695,"49V2+7W5, Jl. Asem, Geneng, Panggungharjo, Kabupaten Bantul",Panggungharjo,Bantul,4.6,34,71000,1,0,0,0,0,0,1,0,1,1,0,1
S800,Lapangan Kasihan,-7.8254426,110.3272781,"Lapangan kasihan, Jl. Panembahan, Jetis, Tamantirto, Kabupaten Bantul",Tamantirto,Bantul,4.6,471,71000,1,0,0,0,0,0,0,1,1,0,0,1
S934,Lapangan Ambarketawang Gamping,-7.80024,110.3209486,"Wates St No.256, Patukan, Ambarketawang, Sleman Regency",Ambarketawang,Sleman,4.4,123,71000,1,0,0,0,0,0,1,1,0,0,0,1
S414,Lapangan Donotirto,-7.8267191,110.312275,"58F6+8W6, Jl. Donotirto, Donotirto, Bangunjiwo, Kabupaten Bantul",Bangunjiwo,Bantul,3,10,50000,1,0,0,0,0,0,1,1,1,0,1,0
S2,Lapangan Sembungan,-7.8367646,110.3360622,"587P+7CV, Sembungan, Bangunjiwo, Bantul Regency",Bangunjiwo,Bantul,4.4,34,75000,1,0,0,0,0,0,1,0,0,0,0,1
S513,Lapangan Sepak Bola Umy,-7.8074736,110.3207968,"58VC+287, Geblagan, Tamantirto, Bantul Regency",Tamantirto,Bantul,4.6,17,75000,1,0,0,0,0,0,1,1,0,1,1,0
S943,Lap Sepakbola,-7.8075497,110.3208822,"58RC+X9J, Geblagan, Tamantirto, Bantul Regency",Tamantirto,Bantul,5,1,85000,1,0,0,0,0,0,1,0,1,1,0,0
S449,Lapangan Kasunaran,-7.82026,110.3528216,"59H3+V4W, Gedongkiwo, Yogyakarta City",Gedongkiwo,Yogyakarta,4.3,4,57000,1,0,0,0,0,0,0,0,0,0,1,1
S677,Lapangan AlHuda,-7.8038703,110.3273329,"58WG+FW4, Unnamed Road, Gamping Kidul, Ambarketawang, Sleman Regency",Ambarketawang,Sleman,5,1,84000,1,0,0,0,0,0,1,0,1,1,0,1
S730,Sdit Ar Raihan Field,-7.9096846,110.3405637,"38RR+46G, Sumber Batikan, Bantul, Bantul Regency",Bantul,Bantul,3.7,9,42000,1,0,0,0,0,0,1,0,0,0,0,1
S613,Lapangan Sumberbatikan,-7.9097627,110.3407594,"38RR+38R, Sumberbatikan, Area Sawah, Trirenggo, Kabupaten Bantul",Trirenggo,Bantul,4.3,77,68000,1,0,0,0,0,0,0,1,0,1,1,0
V95,Lapangan Bola Voly Kaliasem,-7.8512814,110.298236,"Petung, Bangunjiwo, Bantul Regency",Bangunjiwo,Bantul,4.7,6,82000,0,0,0,1,0,0,1,0,1,0,0,0
S813,Lapangan Argorejo,-7.8169849,110.2561923,"Semampir, Argorejo, Bantul Regency",Argorejo,Bantul,4.2,59,68000,1,0,0,0,0,0,1,0,1,1,1,1
S723,Lapangan Gamplong,-7.8076637,110.2364969,"56RP+WHQ, Unnamed Road, Gamplong I, Sumberrahayu, Kabupaten Sleman",Sumberrahayu,Sleman,4.5,20,80000,1,0,0,0,0,0,1,0,1,1,1,0
S215,Lapangan Bola Klepu Indah,-7.824101,110.2610515,"57G6+9C3, Ngentak, Argorejo, Kabupaten Bantul",Argorejo,Bantul,4.9,11,82000,1,0,0,0,0,0,1,1,1,1,1,1
S572,Lapangan Sedayu,-7.8447084,110.2365854,"564P+4J8, Bakal, Argodadi, Kabupaten Bantul",Argodadi,Bantul,5,1,82000,1,0,0,0,0,0,1,1,0,0,0,0
S511,Lapangan Bgs,-7.8263278,110.2690998,"57F9+FJ9, Pereng Wetan, Argorejo, Kabupaten Bantul",Argorejo,Bantul,5,1,82000,1,0,0,0,0,0,0,0,1,1,0,0
S746,Lapangan Sanun,-7.8266908,110.2265848,"56FG+8JG, Kali Bondol, Sentolo, Kabupaten Kulon Progo",Sentolo,Kulon Progo,5,1,82000,1,0,0,0,0,0,1,1,0,0,1,0
S774,Lapangan Kridasari,-7.8185929,110.2406396,"Klangon, Argosari, Bantul Regency",Argosari,Bantul,4.8,76,84000,1,0,0,0,0,0,0,0,1,1,0,1
S237,Lapangan Bola Salamrejo,-7.8467527,110.2264946,"563G+7HX, Giyoso, Salamrejo, Kabupaten Kulon Progo",Salamrejo,Kulon Progo,4.3,66,63000,1,0,0,0,0,0,0,1,0,1,0,1
S596,Lapangan Bhakti Pemuda,-7.8143558,110.2769345,"Surobayan, 55752, Surobayan, Argomulyo, Kabupaten Bantul",Argomulyo,Bantul,5,3,85000,1,0,0,0,0,0,1,1,0,1,1,1
S764,Lapangan Citra Muda Murgedhe,-7.8243405,110.2860406,"57GP+7C7, Jl. Cahaya Taman, Kaliberot, Argomulyo, Kabupaten Bantul",Argomulyo,Bantul,4.3,6,68000,1,0,0,0,0,0,0,0,1,0,1,1
V112,Lapangan Voli Bentangan,-7.8365922,110.2537613,"5773+9G6, Sumberan, Argodadi, Kabupaten Bantul",Argodadi,Bantul,5,10,85000,0,0,0,1,0,0,0,1,0,1,0,0
S956,Ngleboh Stadium,-7.7889831,110.2388549,"666Q+CG5, Klampis, Sumberrahayu, Kabupaten Sleman",Sumberrahayu,Sleman,5,3,82000,1,0,0,0,0,0,0,1,1,1,0,0
V777,Lapangan Voli Dlaban,-7.8297822,110.2266736,"56CG+3MM, Kali Bondol, Dlaban, Kabupaten Kulon Progo",Dlaban,Kulon Progo,4.8,13,85000,0,0,0,1,0,0,0,1,1,0,0,0
S485,Lapangan Muara Jati Kadibeso,-7.8477086,110.2585182,"5735+339, Kadibeso, Argodadi, Kabupaten Bantul",Argodadi,Bantul,5,14,84000,1,0,0,0,0,0,1,1,1,1,0,1
V463,Lapangan Voli Krida Taruna Ngentak,-7.820927,110.2609119,"57H6+J9F, Ngentak, Argorejo, Kabupaten Bantul",Argorejo,Bantul,5,4,84000,0,0,0,1,0,0,1,1,1,0,0,1
V412,Lapangan Voly Tonalan,-7.820721,110.2515525,"57H2+PJ7, Unnamed Road,, Tonalan, Argosari, Kabupaten Bantul",Argosari,Bantul,3.6,28,42000,0,0,0,1,0,0,1,1,0,0,1,0
S999,Ares Stadium,-7.8000394,110.2864812,"Unnamed Road, Sengon Karang, Argomulyo, Kabupaten Bantul",Argomulyo,Bantul,3.8,5,42000,1,0,0,0,0,0,1,1,1,0,0,0
V589,Lapangan Voli Pervop Pendul,-7.8353686,110.2650074,"5778+V22, Pendul, Argorejo, Kabupaten Bantul",Argorejo,Bantul,5,1,85000,0,0,0,1,0,0,0,0,1,0,0,0
F294,Sembleng Futsal,-7.9992104,110.3153676,"2828+848, Duwuran, Parangtritis, Bantul Regency",Parangtritis,Bantul,3.8,30,50000,0,0,0,0,1,0,1,0,1,1,0,1
S480,Toko Mas Azis,-7.9312982,110.303539,"3893+FCM, Karanganom, Banjar Baru, Gilangharjo, Kabupaten Bantul",Gilangharjo,Bantul,3,2,42000,1,0,0,0,0,0,0,1,0,1,1,1
F800,Lapangan Futsal The Reds,-7.8919813,110.3285892,"485H+6C4, Jl. Urip Sumoharjo, Bejen, Bantul, Kabupaten Bantul",Bantul,Bantul,4.6,156,71000,0,0,0,0,1,0,0,1,1,0,0,1
F497,Puma Futsal,-7.9090011,110.4692124,"3FR9+9MW, Kapingan, Temuwuh, Kabupaten Bantul",Temuwuh,Bantul,4.1,8,57000,0,0,0,0,1,0,1,1,0,0,0,1
S831,Glagah Futsal,-7.8540823,110.3877035,"Glagah, Glagah Kidul, Tamanan, Kabupaten Bantul",Tamanan,Bantul,4.3,454,63000,1,0,0,0,0,0,1,0,1,1,1,0
F284,Prima Futsal,-7.8432942,110.3908865,"Jl. Monumen Perjuangan No.12, Krobokan, Wirokerten, Kabupaten Bantul",Wirokerten,Bantul,4.2,621,57000,0,0,0,0,1,0,1,1,0,1,1,1
S806,Lapangan Olah Raga Perum Bmw Perumahan Bumi Mandiri Wirokerten,-7.8445095,110.4044857,"5C43+5QX, Jl. Bumi Mandiri Wirokerten, Glondong, Wirokerten, Kabupaten Bantul",Wirokerten,Bantul,5,1,85000,1,0,0,0,0,0,0,1,0,0,1,1
S802,Kilang Sport Ecer  Grosir Jersey Futsal Sepakbola  Pakaian Olahraga Jogja,-7.8430136,110.412183,"Jl. Genengan, Mertosanan Kulon, Potorono, Kabupaten Bantul",Potorono,Bantul,4.9,89,84000,1,0,0,0,1,0,1,1,0,0,1,0
F462,Cah Futsal,-7.8347524,110.3843841,"Jl. Ringroad Selatan No.15, Giwangan, Kota Yogyakarta",Giwangan,Yogyakarta,4.2,299,68000,0,0,0,0,1,0,1,0,0,0,1,0
F243,Galaxy Futsal,-7.8160817,110.4139706,"Wonosari St No.6, Kalangan, Baturetno, Bantul Regency",Baturetno,Bantul,4.1,261,57000,0,0,0,0,1,0,0,0,1,1,0,1
F552,Tifosi Futsal,-7.7992601,110.3810606,"Jl. Sukonandi No.11, Semaki, Kota Yogyakarta",Semaki,Yogyakarta,4.3,1035,68000,0,0,0,0,1,0,1,1,0,1,0,1
S442,Lapangan Smp It AlKhairaat,-7.8079985,110.3933575,"59RV+R85, Warungboto, Yogyakarta City",Warungboto,Yogyakarta,5,2,82000,1,0,0,0,0,0,0,0,1,1,1,0
F872,Semar Futsal,-7.8167666,110.3427814,"58MV+74V, Tegal Kenanga, Tirtonirmolo, Bantul Regency",Tirtonirmolo,Bantul,4.3,682,63000,0,0,0,0,1,0,0,0,0,1,1,0
S964,FGps Futsal Arena,-7.8332916,110.3581434,"5985+M7J, Jl. Ringroad Selatan Jl. Pelemsewu, Palem Sewu, Panggungharjo, Kabupaten Bantul",Panggungharjo,Bantul,4.3,196,63000,1,0,0,0,0,0,1,0,1,1,1,0
F799,Salvator Futsal,-7.8144668,110.3183086,"Ngebel, Tamantirto, Bantul Regency",Tamantirto,Bantul,4,200,50000,0,0,0,0,1,0,1,0,1,0,0,1
F332,Dolano Futsal,-7.8109232,110.335865,"Bantul Jalan Rejodadi, Jl. Sonopakis Kidul, Sonopakis Kidul, Ngestiharjo, Kabupaten Bantul",Ngestiharjo,Bantul,4.3,413,63000,0,0,0,0,1,0,1,1,0,0,0,0
F140,Dmt Futsal Bangunjiwo Kasihan Bantul,-7.8388126,110.3155249,"Jalan Raya Kasongan, Gendeng, Bangunjiwo, Kabupaten Bantul",Bangunjiwo,Bantul,4.3,472,57000,0,0,0,0,1,0,1,1,0,1,1,0
F231,Lapangan Futsal Umy,-7.8089898,110.3200907,"58RC+C24, Geblagan, Tamantirto, Bantul Regency",Tamantirto,Bantul,3.7,27,55000,0,0,0,0,1,0,1,0,0,1,0,0
F42,Power Futsal,-7.8202416,110.2249097,"56HF+WX3, Bantar Kulon, Banguncipto, Kabupaten Kulon Progo",Banguncipto,Kulon Progo,4.3,104,57000,0,0,0,0,1,0,1,0,1,0,1,0
S998,Plumbon Village Field,-7.8968851,110.1036233,"4433+6CX, Plumbon, Kabupaten Kulon Progo",Plumbon,Kulon Progo,4,2,68000,1,0,0,0,0,0,0,1,1,0,1,1
S678,Lapangan Pencengan,-7.887828,110.104096,"4463+VJ9, Pencengan, Kedundang, Kabupaten Kulon Progo",Kedundang,Kulon Progo,4.2,73,63000,1,0,0,0,0,0,1,1,0,1,1,0
S463,Lapangan Kalurahan Plumbon,-7.8969528,110.1037175,"4433+6F8, Plumbon, Kabupaten Kulon Progo",Plumbon,Kulon Progo,0,0,35000,1,0,0,0,0,0,0,1,0,1,1,1
S458,Lapangan Sibogor,-7.8694623,110.0648677,"Hargomulyo No.16, Pripih, Hargomulyo, Kabupaten Kulon Progo",Hargomulyo,Kulon Progo,4,65,68000,1,0,0,0,0,0,0,0,1,1,1,0
S383,Lap Sepak Bola Sibogor,-7.8694138,110.0649076,"43J7+6XM, Tangkisan 3, Hargomulyo, Kabupaten Kulon Progo",Hargomulyo,Kulon Progo,0,0,35000,1,0,0,0,0,0,0,1,0,1,1,0
V883,Lapangan Voli Tonobakal,-7.8672985,110.0718036,"43MC+3PM, Jl. Kokap Hargomulyo, Tonobakal, Hargomulyo, Kabupaten Kulon Progo",Hargomulyo,Kulon Progo,5,1,82000,0,0,0,1,0,0,0,0,1,1,1,0
S219,Lapangan Kebonrejo,-7.8791527,110.0726813,"43CF+83M, Area Kebun, Kebonrejo, Kabupaten Kulon Progo",Kebonrejo,Kulon Progo,0,0,40000,1,0,0,0,0,0,1,0,1,1,0,1
V196,Lapangan Voli Sindutan,-7.8802195,110.0450673,"Jl. Purworejo - Jogja, Sindutan A, Sindutan, Kabupaten Kulon Progo",Sindutan,Kulon Progo,5,2,84000,0,0,0,1,0,0,1,1,1,0,0,0
V288,Lapangan Voly Pucanggading,-7.857837,110.0625868,"43R7+V28, Pucanggading, Hargomulyo, Kabupaten Kulon Progo",Hargomulyo,Kulon Progo,0,0,40000,0,0,0,1,0,0,1,1,1,1,1,0
S136,Lapangan Temon,-7.8855279,110.0749877,"437F+QXQ, Kadilangu Lor, Temon Kulon, Kabupaten Kulon Progo",Temon Kulon,Kulon Progo,4,1,57000,1,0,0,0,0,0,1,1,0,1,1,0
V525,Lapangan Voli Balur Janten,-7.8756187,110.0636828,"43F7+QF3, Dukuh, Janten, Kabupaten Kulon Progo",Janten,Kulon Progo,3.5,2,50000,0,0,0,1,0,0,1,1,0,1,1,1
S690,Lapangan Pancas Rt,-7.9165378,110.0993619,"33MX+9PQ, Pancas, Karangwuni, Kulon Progo Regency",Karangwuni,Kulon Progo,5,1,82000,1,0,0,0,0,0,1,0,1,0,1,1
S812,Gor Demen,-7.885867,110.0989341,"437X+MH3, Batikan 1, Demen, Kabupaten Kulon Progo",Demen,Kulon Progo,4.1,9,68000,1,0,0,0,0,0,0,0,1,0,1,0
V212,Lapangan Bola Voli Remaja Sakti,-7.8577695,110.0624715,"43R6+VXX, Pucanggading, Hargomulyo, Kabupaten Kulon Progo",Hargomulyo,Kulon Progo,2,1,42000,0,0,0,1,0,0,1,1,0,1,1,1
